titulo,precio,rating,categoria,en_stock,autores,descripcion
"Black Butler, Vol. 1 (Black Butler #1)",49.31,1,Sequential Art,1,Yana Toboso,"Just a stone's throw from London lies the manor house of the illustrious Phantomhive earldom, its master one Ciel Phantomhive. Earl Phantomhive is a giant in the world of commerce, Queen Victoria's faithful servant . . . and a slip of a twelve-year old boy. Fortunately, his loyal butler, Sebastian, is ever at his side, ready to carry out the young master's wishes. And whether Sebastian is called to save a dinner party gone awry or probe the dark secrets of London's underbelly, there is practical..."
Spilled Milk: Based on a True Story,49.51,1,Nonfiction,1,K. L. Randis,"Brooke Nolan is a battered child who makes an anonymous phone call about the escalating brutality in her home.When social services jeopardize her safety, condemning her to keep her father's secret, it's a glass of spilled milk at the dinner table that forces her to speak about the cruelty she's been hiding. In her pursuit of safety and justice, Brooke battles a broken court system that pushes to keep her father in the home.Spilled Milk is a novel of shocking narrative, triumph and resiliency."
The Guernsey Literary and Potato Peel Pie Society,49.53,1,Historical Fiction,1,"Mary Ann Shaffer, Annie Barrows","#1 NEW YORK TIMES BESTSELLER • NOW A NETFLIX FILM • A remarkable tale of the island of Guernsey during the German Occupation, and of a society as extraordinary as its name. “Treat yourself to this book, please—I can’t recommend it highly enough.”—Elizabeth Gilbert, author of Eat, Pray, Love “I wonder how the book got to Guernsey? Perhaps there is some sort of secret homing instinct in books that brings them to their perfect readers.” January 1946: London is emerging from the shadow of the Second..."
Soumission,50.1,1,Fiction,1,Michel Houellebecq,"Dans une France assez proche de la nôtre, un homme s’engage dans la carrière universitaire. Peu motivé par l’enseignement, il s’attend à une vie ennuyeuse mais calme, protégée des grands drames historiques. Cependant les forces en jeu dans le pays ont fissuré le système politique jusqu’à provoquer son effondrement. Cette implosion sans soubresauts, sans vraie révolution, se développe comme un mauvais rêve. Le talent de l’auteur, sa force visionnaire nous entraînent sur un terrain ambigu et gliss..."
#GIRLBOSS,50.96,1,Add a comment,1,Libros Maestros,RESUMEN COMPLETO: #GIRLBOSS - BASADO EN EL LIBRO DE SOPHIA AMORUSO¿Estás listo para potenciar tu conocimiento sobre #GIRLBOSS? ¿Quieres aprender de manera rápida y concisa las lecciones clave de este libro?¿Estás preparado para procesar la información de todo un libro en tan solo una lectura de aproximadamente 20 minutos?¿Te gustaría tener una comprensión más profunda de las técnicas y ejercicios del libro original? ¡Entonces este libro es para ti! CONTENIDO DEL LIBRO:¿Por Qué Aceptar Te Persona...
The High Mountains of Portugal,51.15,1,Fiction,1,Yann Martel,"Yann Martel's new novel, The High Mountains of Portugal, is an uncommon adventure story that takes us from Africa in the 1600s, through Portugal at the turn of the 20th century, to the USA of the 1980s and reminds us that it is our ability to weave remarkable stories that makes us, and keeps us, human. The High Mountains of Portugal consists of three stories. The first takes place in 1904 and follows a determinedly rational young man named Tomas on his quest to reach the High Mountains of Portug..."
Do Androids Dream of Electric Sheep? (Blade Runner #1),51.48,1,Science Fiction,1,Chris Roberson,"John W. Campbell Memorial Award-nominee Chris Roberson writes the prequel to John W. Campbell Memorial Award-winner Philip K. Dick's DO ANDROIDS DREAM OF ELECTRIC SHEEP?, one of the greatest science ficition novels ever published! A GLOBAL SCIENCE FICTION PUBLISHING EVENT! John W. Campbell Memorial Award-nominee Chris Roberson writes the prequel to John W. Campbell Memorial Award-winner Philip K. Dick's DO ANDROIDS DREAM OF ELECTRIC SHEEP?, one of the greatest science ficition novels ever publis..."
"Rich Dad, Poor Dad",51.74,1,Business,1,Robert T. Kiyosaki,"In Rich Dad Poor Dad, the #1 Personal Finance book of all time, Robert Kiyosaki shares the story of his two dad: his real father and his rich dad. One was educated and an employee all his life, the other's education was street smarts"" over traditional classroom education and he took the path of entrepreneurship?a road that led him to become one of the wealthiest men in Hawaii. Robert's poor dad struggled financially all his life. and these two dads had varying points of view of money and investi..."
The Black Maria,52.15,1,Poetry,1,"California State Agricultural Society (Sacramento, Calif.)",Sin descripción
A Court of Thorns and Roses (A Court of Thorns and Roses #1),52.37,1,Fantasy,1,Sarah J. Maas,"The sexy, action-packed first book in the #1 bestselling Court of Thorns and Roses series from global phenomenon Sarah J. Maas."
"Death Note, Vol. 5: Whiteout (Death Note #5)",52.41,1,Sequential Art,1,Tsugumi Ōba,Sin descripción
Thirteen Reasons Why,52.72,1,Default,1,Jay Asher,"THE #1 NEW YORK TIMES AND INTERNATIONAL BESTSELLER **THE BOOK THAT STARTED IT ALL, NOW A NETFLIX ORIGINAL SERIES** “Eerie, beautiful, and devastating.” —Chicago Tribune “A stealthy hit with staying power. . . . thriller-like pacing.” —The New York Times “Thirteen Reasons Why will leave you with chills long after you have finished reading.” —Amber Gibson, NPR’s “All Things Considered” You can’t stop the future. You can’t rewind the past. The only way to learn the secret . . . is to press play. Cl..."
Girl Online On Tour (Girl Online #2),53.47,1,Young Adult,1,Zoe Sugg,"""Penny joins her rock-star boyfriend on the road in Europe. Can Penny learn to balance life and love on the road, or will she lose everything in pursuit of the perfect summer?""--"
"Trespassing Across America: One Man's Epic, Never-Done-Before (and Sort of Illegal) Hike Across the Heartland",53.51,1,Nonfiction,1,Ken Ilgunas,"Winner of the Nebraska Center for the Book Award, Travel • A Sigurd Olson Nature Writing Award Notable Book • Honoree of the Society of Midland Authors Annual Literary Award for Biography/Memoir Now that President Donald Trump has revived the Keystone XL pipeline that was rejected by former President Obama, Trespassing Across America is the book to help us understand the kaleidoscopic significance of the project. Told with sincerity, humor, and wit, Ilgunas's story is both a fascinating account ..."
Tipping the Velvet,53.74,1,Historical Fiction,1,Sarah Waters,"From the oyster huts of Whitstable to the music halls of Victorian London, Tipping the Velvet is the glorious first novel from this much-loved author 'Piercing the shadows of the naked stage was a single shaft of rosy limelight, and in the centre of this was a girl: the most marvellous girl - I knew it at once! - that I had ever seen.' A saucy, sensuous and multi-layered historical romance, Tipping the Velvet follows the glittering career of Nan King - oyster girl turned music-hall star turned r..."
"We Are Robin, Vol. 1: The Vigilante Business (We Are Robin #1)",53.9,1,Sequential Art,1,Lee Bermejo,"A modern spin on the original teen superhero! In a Gotham City ravaged by the Joker, Batman alone is not enough to keep the peace-and just one Robin isnÕt nearly enough to back him up. Now, teenagers who want to make a difference are coming together in droves and adopting the ÒR.Ó TheyÕre not a gang. TheyÕre not sidekicks. They are Robin. When Duke Thomas is recruited by the mysterious Nest to join teens from all different backgrounds and walks of life in the Robins, he hopes that they can help ..."
1st to Die (Women's Murder Club #1),53.98,1,Mystery,1,James Patterson,"A sizzling new thriller series by master suspense novelist Patterson features four career women--the Women's Murder Club--who track down a killer who's murdering newlyweds in San Francisco. NBC is scheduled to air a major two-part miniseries based on ""1st To Die"" during sweeps week in May 2001."
The Rosie Project (Don Tillman #1),54.04,1,Default,1,Autor Desconocido,Sin descripción
Proofs of God: Classical Arguments from Tertullian to Barth,54.21,1,Philosophy,1,Matthew Levering,"Leading theologian Matthew Levering presents a thoroughgoing critical survey of the proofs of God's existence for readers interested in traditional Christian responses to the problem of atheism. Beginning with Tertullian and ending with Karl Barth, Levering covers twenty-one theologians and philosophers from the early church to the modern period, examining how they answered the critics of their day. He also shows the relevance of the classical arguments to contemporary debates and challenges to ..."
